"PACIFIC Exchange Rate Service"
"ISO4217","Jul.Day","YYYY/MM/DD","Wdy","Data"
"CHF/USD",2460214,"2023/09/26","Tue",0.91401
"CHF/USD",2460215,"2023/09/27","Wed",0.91976
"CHF/USD",2460216,"2023/09/28","Thu",0.91652
"CHF/USD",2460217,"2023/09/29","Fri",0.91438
"CHF/USD",2460221,"2023/10/03","Tue",0.92163
"CHF/USD",2460222,"2023/10/04","Wed",0.91657
"CHF/USD",2460223,"2023/10/05","Thu",0.91413
"CHF/USD",2460224,"2023/10/06","Fri",0.91147
"CHF/USD",2460228,"2023/10/10","Tue",0.90534
"CHF/USD",2460229,"2023/10/11","Wed",0.90265
"CHF/USD",2460230,"2023/10/12","Thu",0.90612
"CHF/USD",2460231,"2023/10/13","Fri",0.90315
"CHF/USD",2460234,"2023/10/16","Mon",0.90097
"CHF/USD",2460235,"2023/10/17","Tue",0.90061
"CHF/USD",2460236,"2023/10/18","Wed",0.89814
"CHF/USD",2460237,"2023/10/19","Thu",0.89488
"CHF/USD",2460238,"2023/10/20","Fri",0.89207
"CHF/USD",2460241,"2023/10/23","Mon",0.89217
"CHF/USD",2460242,"2023/10/24","Tue",0.89365
"CHF/USD",2460243,"2023/10/25","Wed",0.89581
"CHF/USD",2460244,"2023/10/26","Thu",0.89895
"CHF/USD",2460245,"2023/10/27","Fri",0.90197
"CHF/USD",2460248,"2023/10/30","Mon",0.90217
"CHF/USD",2460249,"2023/10/31","Tue",0.90785
"CHF/USD",2460250,"2023/11/01","Wed",0.90918
"CHF/USD",2460251,"2023/11/02","Thu",0.90484
"CHF/USD",2460252,"2023/11/03","Fri",0.89896
"CHF/USD",2460255,"2023/11/06","Mon",0.89802
"CHF/USD",2460256,"2023/11/07","Tue",0.90064
"CHF/USD",2460257,"2023/11/08","Wed",0.89935
"CHF/USD",2460258,"2023/11/09","Thu",0.90095
"CHF/USD",2460259,"2023/11/10","Fri",0.90261
"CHF/USD",2460263,"2023/11/14","Tue",0.89152
"CHF/USD",2460264,"2023/11/15","Wed",0.88781
"CHF/USD",2460265,"2023/11/16","Thu",0.88801
"CHF/USD",2460266,"2023/11/17","Fri",0.88655
"CHF/USD",2460269,"2023/11/20","Mon",0.88441
"CHF/USD",2460270,"2023/11/21","Tue",0.88334
"CHF/USD",2460271,"2023/11/22","Wed",0.88478
"CHF/USD",2460272,"2023/11/23","Thu",0.88381
"CHF/USD",2460273,"2023/11/24","Fri",0.88215
"CHF/USD",2460276,"2023/11/27","Mon",0.88087
"CHF/USD",2460277,"2023/11/28","Tue",0.87823
"CHF/USD",2460278,"2023/11/29","Wed",0.87474
"CHF/USD",2460279,"2023/11/30","Thu",0.87445
"CHF/USD",2460280,"2023/12/01","Fri",0.87176
"CHF/USD",2460283,"2023/12/04","Mon",0.87322
"CHF/USD",2460284,"2023/12/05","Tue",0.87499
"CHF/USD",2460285,"2023/12/06","Wed",0.87422
"CHF/USD",2460286,"2023/12/07","Thu",0.87542
"CHF/USD",2460287,"2023/12/08","Fri",0.87988
"CHF/USD",2460290,"2023/12/11","Mon",0.87946
"CHF/USD",2460291,"2023/12/12","Tue",0.87589
"CHF/USD",2460292,"2023/12/13","Wed",0.87530
"CHF/USD",2460293,"2023/12/14","Thu",0.86653
"CHF/USD",2460294,"2023/12/15","Fri",0.86887
"CHF/USD",2460297,"2023/12/18","Mon",0.86805
"CHF/USD",2460298,"2023/12/19","Tue",0.86163
"CHF/USD",2460299,"2023/12/20","Wed",0.86196
"CHF/USD",2460300,"2023/12/21","Thu",0.85778
"CHF/USD",2460301,"2023/12/22","Fri",0.85431
"CHF/USD",2460306,"2023/12/27","Wed",0.84593
"CHF/USD",2460307,"2023/12/28","Thu",0.83976
"CHF/USD",2460308,"2023/12/29","Fri",0.83932
"CHF/USD",2460312,"2024/01/02","Tue",0.84918
"CHF/USD",2460313,"2024/01/03","Wed",0.85206
"CHF/USD",2460314,"2024/01/04","Thu",0.85095
"CHF/USD",2460315,"2024/01/05","Fri",0.84959
"CHF/USD",2460318,"2024/01/08","Mon",0.84778
"CHF/USD",2460319,"2024/01/09","Tue",0.85168
"CHF/USD",2460320,"2024/01/10","Wed",0.85181
"CHF/USD",2460321,"2024/01/11","Thu",0.85397
"CHF/USD",2460322,"2024/01/12","Fri",0.85213
"CHF/USD",2460325,"2024/01/15","Mon",0.85536
"CHF/USD",2460326,"2024/01/16","Tue",0.86082
"CHF/USD",2460327,"2024/01/17","Wed",0.86613
"CHF/USD",2460328,"2024/01/18","Thu",0.86854
"CHF/USD",2460329,"2024/01/19","Fri",0.86924
"CHF/USD",2460332,"2024/01/22","Mon",0.86884
"CHF/USD",2460333,"2024/01/23","Tue",0.87090
"CHF/USD",2460334,"2024/01/24","Wed",0.86292
"CHF/USD",2460335,"2024/01/25","Thu",0.86691
"CHF/USD",2460336,"2024/01/26","Fri",0.86361
"CHF/USD",2460339,"2024/01/29","Mon",0.86344
"CHF/USD",2460340,"2024/01/30","Tue",0.86255
"CHF/USD",2460341,"2024/01/31","Wed",0.86010
"CHF/USD",2460342,"2024/02/01","Thu",0.85962
"CHF/USD",2460343,"2024/02/02","Fri",0.86554
"CHF/USD",2460346,"2024/02/05","Mon",0.87052
"CHF/USD",2460347,"2024/02/06","Tue",0.87113
"CHF/USD",2460348,"2024/02/07","Wed",0.87291
"CHF/USD",2460349,"2024/02/08","Thu",0.87454
"CHF/USD",2460350,"2024/02/09","Fri",0.87492
"CHF/USD",2460353,"2024/02/12","Mon",0.87594
"CHF/USD",2460354,"2024/02/13","Tue",0.88630
"CHF/USD",2460355,"2024/02/14","Wed",0.88591
"CHF/USD",2460356,"2024/02/15","Thu",0.88034
"CHF/USD",2460357,"2024/02/16","Fri",0.88131
"CHF/USD",2460361,"2024/02/20","Tue",0.88088
"CHF/USD",2460362,"2024/02/21","Wed",0.88003
"CHF/USD",2460363,"2024/02/22","Thu",0.88104
"CHF/USD",2460364,"2024/02/23","Fri",0.88064
"CHF/USD",2460367,"2024/02/26","Mon",0.88057
"CHF/USD",2460368,"2024/02/27","Tue",0.87964
"CHF/USD",2460369,"2024/02/28","Wed",0.87954
"CHF/USD",2460370,"2024/02/29","Thu",0.88214
"CHF/USD",2460371,"2024/03/01","Fri",0.88503
"CHF/USD",2460374,"2024/03/04","Mon",0.88486
"CHF/USD",2460375,"2024/03/05","Tue",0.88401
"CHF/USD",2460376,"2024/03/06","Wed",0.88245
"CHF/USD",2460377,"2024/03/07","Thu",0.87870
"CHF/USD",2460378,"2024/03/08","Fri",0.87645
"CHF/USD",2460381,"2024/03/11","Mon",0.87815
"CHF/USD",2460382,"2024/03/12","Tue",0.87815
"CHF/USD",2460383,"2024/03/13","Wed",0.87760
"CHF/USD",2460384,"2024/03/14","Thu",0.88233
"CHF/USD",2460385,"2024/03/15","Fri",0.88336
"CHF/USD",2460388,"2024/03/18","Mon",0.88613
"CHF/USD",2460389,"2024/03/19","Tue",0.88799
"CHF/USD",2460390,"2024/03/20","Wed",0.89028
"CHF/USD",2460391,"2024/03/21","Thu",0.89778
"CHF/USD",2460392,"2024/03/22","Fri",0.89847
"CHF/USD",2460395,"2024/03/25","Mon",0.89823
"CHF/USD",2460396,"2024/03/26","Tue",0.90323
"CHF/USD",2460397,"2024/03/27","Wed",0.90586
"CHF/USD",2460398,"2024/03/28","Thu",0.90213
"CHF/USD",2460402,"2024/04/01","Mon",0.90433
"CHF/USD",2460403,"2024/04/02","Tue",0.90728
"CHF/USD",2460404,"2024/04/03","Wed",0.90530
"CHF/USD",2460405,"2024/04/04","Thu",0.90467
"CHF/USD",2460406,"2024/04/05","Fri",0.90250
"AUD/USD",2459948,"2023/01/03","Tue",1.4852
"AUD/USD",2459949,"2023/01/04","Wed",1.4594
"AUD/USD",2459950,"2023/01/05","Thu",1.4790
"AUD/USD",2459951,"2023/01/06","Fri",1.4627
"AUD/USD",2459954,"2023/01/09","Mon",1.4423
"AUD/USD",2459955,"2023/01/10","Tue",1.4523
"AUD/USD",2459956,"2023/01/11","Wed",1.4490
"AUD/USD",2459957,"2023/01/12","Thu",1.4380
"AUD/USD",2459958,"2023/01/13","Fri",1.4375
"AUD/USD",2459961,"2023/01/16","Mon",1.4373
"AUD/USD",2459962,"2023/01/17","Tue",1.4332
"AUD/USD",2459963,"2023/01/18","Wed",1.4311
"AUD/USD",2459964,"2023/01/19","Thu",1.4486
"AUD/USD",2459965,"2023/01/20","Fri",1.4383
"AUD/USD",2459968,"2023/01/23","Mon",1.4262
"AUD/USD",2459969,"2023/01/24","Tue",1.4210
"AUD/USD",2459970,"2023/01/25","Wed",1.4113
"AUD/USD",2459971,"2023/01/26","Thu",1.4072
"AUD/USD",2459972,"2023/01/27","Fri",1.4071
"AUD/USD",2459975,"2023/01/30","Mon",1.4144
"AUD/USD",2459976,"2023/01/31","Tue",1.4201
"AUD/USD",2459977,"2023/02/01","Wed",1.4119
"AUD/USD",2459978,"2023/02/02","Thu",1.4094
"AUD/USD",2459979,"2023/02/03","Fri",1.4373
"AUD/USD",2459982,"2023/02/06","Mon",1.4537
"AUD/USD",2459983,"2023/02/07","Tue",1.4446
"AUD/USD",2459984,"2023/02/08","Wed",1.4412
"AUD/USD",2459985,"2023/02/09","Thu",1.4359
"AUD/USD",2459986,"2023/02/10","Fri",1.4442
"AUD/USD",2459989,"2023/02/13","Mon",1.4372
"AUD/USD",2459990,"2023/02/14","Tue",1.4333
"AUD/USD",2459991,"2023/02/15","Wed",1.4517
"AUD/USD",2459992,"2023/02/16","Thu",1.4519
"AUD/USD",2459993,"2023/02/17","Fri",1.4574
"AUD/USD",2459997,"2023/02/21","Tue",1.4568
"AUD/USD",2459998,"2023/02/22","Wed",1.4665
"AUD/USD",2459999,"2023/02/23","Thu",1.4692
"AUD/USD",2460000,"2023/02/24","Fri",1.4858
"AUD/USD",2460003,"2023/02/27","Mon",1.4858
"AUD/USD",2460004,"2023/02/28","Tue",1.4836
"AUD/USD",2460005,"2023/03/01","Wed",1.4802
"AUD/USD",2460006,"2023/03/02","Thu",1.4875
"AUD/USD",2460007,"2023/03/03","Fri",1.4798
"AUD/USD",2460010,"2023/03/06","Mon",1.4855
"AUD/USD",2460011,"2023/03/07","Tue",1.5122
"AUD/USD",2460012,"2023/03/08","Wed",1.5155
"AUD/USD",2460013,"2023/03/09","Thu",1.5131
"AUD/USD",2460014,"2023/03/10","Fri",1.5141
"AUD/USD",2460017,"2023/03/13","Mon",1.4991
"AUD/USD",2460018,"2023/03/14","Tue",1.4979
"AUD/USD",2460019,"2023/03/15","Wed",1.5107
"AUD/USD",2460020,"2023/03/16","Thu",1.5040
"AUD/USD",2460021,"2023/03/17","Fri",1.4935
"AUD/USD",2460024,"2023/03/20","Mon",1.4897
"AUD/USD",2460025,"2023/03/21","Tue",1.5004
"AUD/USD",2460026,"2023/03/22","Wed",1.4951
"AUD/USD",2460027,"2023/03/23","Thu",1.4910
"AUD/USD",2460028,"2023/03/24","Fri",1.5055
"AUD/USD",2460031,"2023/03/27","Mon",1.5050
"AUD/USD",2460032,"2023/03/28","Tue",1.4934
"AUD/USD",2460033,"2023/03/29","Wed",1.4968
"AUD/USD",2460034,"2023/03/30","Thu",1.4919
"AUD/USD",2460035,"2023/03/31","Fri",1.4937
"AUD/USD",2460038,"2023/04/03","Mon",1.4756
"AUD/USD",2460039,"2023/04/04","Tue",1.4834
"AUD/USD",2460040,"2023/04/05","Wed",1.4893
"AUD/USD",2460041,"2023/04/06","Thu",1.4984
"AUD/USD",2460045,"2023/04/10","Mon",1.5077
"AUD/USD",2460046,"2023/04/11","Tue",1.5029
"AUD/USD",2460047,"2023/04/12","Wed",1.4938
"AUD/USD",2460048,"2023/04/13","Thu",1.4761
"AUD/USD",2460049,"2023/04/14","Fri",1.4876
"AUD/USD",2460052,"2023/04/17","Mon",1.4935
"AUD/USD",2460053,"2023/04/18","Tue",1.4861
"AUD/USD",2460054,"2023/04/19","Wed",1.4883
"AUD/USD",2460055,"2023/04/20","Thu",1.4819
"AUD/USD",2460056,"2023/04/21","Fri",1.4940
"AUD/USD",2460059,"2023/04/24","Mon",1.4955
"AUD/USD",2460060,"2023/04/25","Tue",1.5081
"AUD/USD",2460061,"2023/04/26","Wed",1.5139
"AUD/USD",2460062,"2023/04/27","Thu",1.5109
"AUD/USD",2460063,"2023/04/28","Fri",1.5141
"AUD/USD",2460066,"2023/05/01","Mon",1.5058
"AUD/USD",2460067,"2023/05/02","Tue",1.4986
"AUD/USD",2460068,"2023/05/03","Wed",1.4989
"AUD/USD",2460069,"2023/05/04","Thu",1.4964
"AUD/USD",2460070,"2023/05/05","Fri",1.4838
"AUD/USD",2460073,"2023/05/08","Mon",1.4727
"AUD/USD",2460074,"2023/05/09","Tue",1.4799
"AUD/USD",2460075,"2023/05/10","Wed",1.4771
"AUD/USD",2460076,"2023/05/11","Thu",1.4916
"AUD/USD",2460077,"2023/05/12","Fri",1.5026
"AUD/USD",2460080,"2023/05/15","Mon",1.4937
"AUD/USD",2460081,"2023/05/16","Tue",1.5008
"AUD/USD",2460082,"2023/05/17","Wed",1.5017
"AUD/USD",2460083,"2023/05/18","Thu",1.5114
"AUD/USD",2460084,"2023/05/19","Fri",1.5020
"AUD/USD",2460088,"2023/05/23","Tue",1.5110
"AUD/USD",2460089,"2023/05/24","Wed",1.5274
"AUD/USD",2460090,"2023/05/25","Thu",1.5362
"AUD/USD",2460091,"2023/05/26","Fri",1.5343
"AUD/USD",2460094,"2023/05/29","Mon",1.5292
"AUD/USD",2460095,"2023/05/30","Tue",1.5339
"AUD/USD",2460096,"2023/05/31","Wed",1.5433
"AUD/USD",2460097,"2023/06/01","Thu",1.5246
"AUD/USD",2460098,"2023/06/02","Fri",1.5116
"AUD/USD",2460101,"2023/06/05","Mon",1.5115
"AUD/USD",2460102,"2023/06/06","Tue",1.5005
"AUD/USD",2460103,"2023/06/07","Wed",1.4994
"AUD/USD",2460104,"2023/06/08","Thu",1.4907
"AUD/USD",2460105,"2023/06/09","Fri",1.4838
"AUD/USD",2460108,"2023/06/12","Mon",1.4812
"AUD/USD",2460109,"2023/06/13","Tue",1.4754
"AUD/USD",2460110,"2023/06/14","Wed",1.4678
"AUD/USD",2460111,"2023/06/15","Thu",1.4579
"AUD/USD",2460112,"2023/06/16","Fri",1.4554
"AUD/USD",2460115,"2023/06/19","Mon",1.4605
"AUD/USD",2460116,"2023/06/20","Tue",1.4761
"AUD/USD",2460117,"2023/06/21","Wed",1.4751
"AUD/USD",2460118,"2023/06/22","Thu",1.4793
"AUD/USD",2460119,"2023/06/23","Fri",1.4972
"AUD/USD",2460122,"2023/06/26","Mon",1.4973
"AUD/USD",2460123,"2023/06/27","Tue",1.4948
"AUD/USD",2460124,"2023/06/28","Wed",1.5120
"AUD/USD",2460125,"2023/06/29","Thu",1.5102
"AUD/USD",2460126,"2023/06/30","Fri",1.5022
"AUD/USD",2460130,"2023/07/04","Tue",1.4935
"AUD/USD",2460131,"2023/07/05","Wed",1.5004
"AUD/USD",2460132,"2023/07/06","Thu",1.5091
"AUD/USD",2460133,"2023/07/07","Fri",1.4976
"AUD/USD",2460136,"2023/07/10","Mon",1.5012
"AUD/USD",2460137,"2023/07/11","Tue",1.5003
"AUD/USD",2460138,"2023/07/12","Wed",1.4757
"AUD/USD",2460139,"2023/07/13","Thu",1.4537
"AUD/USD",2460140,"2023/07/14","Fri",1.4601
"AUD/USD",2460143,"2023/07/17","Mon",1.4672
"AUD/USD",2460144,"2023/07/18","Tue",1.4683
"AUD/USD",2460145,"2023/07/19","Wed",1.4771
"AUD/USD",2460146,"2023/07/20","Thu",1.4728
"AUD/USD",2460147,"2023/07/21","Fri",1.4852
"AUD/USD",2460150,"2023/07/24","Mon",1.4835
"AUD/USD",2460151,"2023/07/25","Tue",1.4747
"AUD/USD",2460152,"2023/07/26","Wed",1.4812
"AUD/USD",2460153,"2023/07/27","Thu",1.4843
"AUD/USD",2460154,"2023/07/28","Fri",1.5012
"AUD/USD",2460157,"2023/07/31","Mon",1.4876
"AUD/USD",2460158,"2023/08/01","Tue",1.5127
"AUD/USD",2460159,"2023/08/02","Wed",1.5266
"AUD/USD",2460160,"2023/08/03","Thu",1.5278
"AUD/USD",2460161,"2023/08/04","Fri",1.5178
"AUD/USD",2460165,"2023/08/08","Tue",1.5336
"AUD/USD",2460166,"2023/08/09","Wed",1.5306
"AUD/USD",2460167,"2023/08/10","Thu",1.5257
"AUD/USD",2460168,"2023/08/11","Fri",1.5379
"AUD/USD",2460171,"2023/08/14","Mon",1.5419
"AUD/USD",2460172,"2023/08/15","Tue",1.5450
"AUD/USD",2460173,"2023/08/16","Wed",1.5527
"AUD/USD",2460174,"2023/08/17","Thu",1.5581
"AUD/USD",2460175,"2023/08/18","Fri",1.5611
"AUD/USD",2460178,"2023/08/21","Mon",1.5608
"AUD/USD",2460179,"2023/08/22","Tue",1.5563
"AUD/USD",2460180,"2023/08/23","Wed",1.5485
"AUD/USD",2460181,"2023/08/24","Thu",1.5554
"AUD/USD",2460182,"2023/08/25","Fri",1.5594
"AUD/USD",2460185,"2023/08/28","Mon",1.5569
"AUD/USD",2460186,"2023/08/29","Tue",1.5503
"AUD/USD",2460187,"2023/08/30","Wed",1.5409
"AUD/USD",2460188,"2023/08/31","Thu",1.5443
"AUD/USD",2460189,"2023/09/01","Fri",1.5476
"AUD/USD",2460193,"2023/09/05","Tue",1.5680
"AUD/USD",2460194,"2023/09/06","Wed",1.5669
"AUD/USD",2460195,"2023/09/07","Thu",1.5674
"AUD/USD",2460196,"2023/09/08","Fri",1.5662
"AUD/USD",2460199,"2023/09/11","Mon",1.5541
"AUD/USD",2460200,"2023/09/12","Tue",1.5575
"AUD/USD",2460201,"2023/09/13","Wed",1.5576
"AUD/USD",2460202,"2023/09/14","Thu",1.5526
"AUD/USD",2460203,"2023/09/15","Fri",1.5527
"AUD/USD",2460206,"2023/09/18","Mon",1.5541
"AUD/USD",2460207,"2023/09/19","Tue",1.5478
"AUD/USD",2460208,"2023/09/20","Wed",1.5406
"AUD/USD",2460209,"2023/09/21","Thu",1.5585
"AUD/USD",2460210,"2023/09/22","Fri",1.5503
"AUD/USD",2460213,"2023/09/25","Mon",1.5575
"AUD/USD",2460214,"2023/09/26","Tue",1.5608
"AUD/USD",2460215,"2023/09/27","Wed",1.5711
"AUD/USD",2460216,"2023/09/28","Thu",1.5592
"AUD/USD",2460217,"2023/09/29","Fri",1.5499
"AUD/USD",2460221,"2023/10/03","Tue",1.5869
"AUD/USD",2460222,"2023/10/04","Wed",1.5804
"AUD/USD",2460223,"2023/10/05","Thu",1.5736
"AUD/USD",2460224,"2023/10/06","Fri",1.5699
"AUD/USD",2460228,"2023/10/10","Tue",1.5586
"AUD/USD",2460229,"2023/10/11","Wed",1.5602
"AUD/USD",2460230,"2023/10/12","Thu",1.5774
"AUD/USD",2460231,"2023/10/13","Fri",1.5865
"AUD/USD",2460234,"2023/10/16","Mon",1.5786
"AUD/USD",2460235,"2023/10/17","Tue",1.5719
"AUD/USD",2460236,"2023/10/18","Wed",1.5755
"AUD/USD",2460237,"2023/10/19","Thu",1.5799
"AUD/USD",2460238,"2023/10/20","Fri",1.5834
"AUD/USD",2460241,"2023/10/23","Mon",1.5797
"AUD/USD",2460242,"2023/10/24","Tue",1.5734
"AUD/USD",2460243,"2023/10/25","Wed",1.5809
"AUD/USD",2460244,"2023/10/26","Thu",1.5834
"AUD/USD",2460245,"2023/10/27","Fri",1.5757
"AUD/USD",2460248,"2023/10/30","Mon",1.5691
"AUD/USD",2460249,"2023/10/31","Tue",1.5779
"AUD/USD",2460250,"2023/11/01","Wed",1.5701
"AUD/USD",2460251,"2023/11/02","Thu",1.5554
"AUD/USD",2460252,"2023/11/03","Fri",1.5381
"AUD/USD",2460255,"2023/11/06","Mon",1.5392
"AUD/USD",2460256,"2023/11/07","Tue",1.5571
"AUD/USD",2460257,"2023/11/08","Wed",1.5586
"AUD/USD",2460258,"2023/11/09","Thu",1.5616
"AUD/USD",2460259,"2023/11/10","Fri",1.5736
"AUD/USD",2460263,"2023/11/14","Tue",1.5428
"AUD/USD",2460264,"2023/11/15","Wed",1.5356
"AUD/USD",2460265,"2023/11/16","Thu",1.5436
"AUD/USD",2460266,"2023/11/17","Fri",1.5376
"AUD/USD",2460269,"2023/11/20","Mon",1.5260
"AUD/USD",2460270,"2023/11/21","Tue",1.5232
"AUD/USD",2460271,"2023/11/22","Wed",1.5290
"AUD/USD",2460272,"2023/11/23","Thu",1.5245
"AUD/USD",2460273,"2023/11/24","Fri",1.5189
"AUD/USD",2460276,"2023/11/27","Mon",1.5152
"AUD/USD",2460277,"2023/11/28","Tue",1.5062
"AUD/USD",2460278,"2023/11/29","Wed",1.5107
"AUD/USD",2460279,"2023/11/30","Thu",1.5136
"AUD/USD",2460280,"2023/12/01","Fri",1.5036
"AUD/USD",2460283,"2023/12/04","Mon",1.5101
"AUD/USD",2460284,"2023/12/05","Tue",1.5252
"AUD/USD",2460285,"2023/12/06","Wed",1.5221
"AUD/USD",2460286,"2023/12/07","Thu",1.5167
"AUD/USD",2460287,"2023/12/08","Fri",1.5197
"AUD/USD",2460290,"2023/12/11","Mon",1.5235
"AUD/USD",2460291,"2023/12/12","Tue",1.5246
"AUD/USD",2460292,"2023/12/13","Wed",1.5167
"AUD/USD",2460293,"2023/12/14","Thu",1.4920
"AUD/USD",2460294,"2023/12/15","Fri",1.4918
"AUD/USD",2460297,"2023/12/18","Mon",1.4911
"AUD/USD",2460298,"2023/12/19","Tue",1.4795
"AUD/USD",2460299,"2023/12/20","Wed",1.4788
"AUD/USD",2460300,"2023/12/21","Thu",1.4739
"AUD/USD",2460301,"2023/12/22","Fri",1.4684
"AUD/USD",2460306,"2023/12/27","Wed",1.4614
"AUD/USD",2460307,"2023/12/28","Thu",1.4618
"AUD/USD",2460308,"2023/12/29","Fri",1.4694
"AUD/USD",2460312,"2024/01/02","Tue",1.4768
"AUD/USD",2460313,"2024/01/03","Wed",1.4878
"AUD/USD",2460314,"2024/01/04","Thu",1.4909
"AUD/USD",2460315,"2024/01/05","Fri",1.4896
"AUD/USD",2460318,"2024/01/08","Mon",1.4909
"AUD/USD",2460319,"2024/01/09","Tue",1.4954
"AUD/USD",2460320,"2024/01/10","Wed",1.4935
"AUD/USD",2460321,"2024/01/11","Thu",1.4989
"AUD/USD",2460322,"2024/01/12","Fri",1.4933
"AUD/USD",2460325,"2024/01/15","Mon",1.5021
"AUD/USD",2460326,"2024/01/16","Tue",1.5170
"AUD/USD",2460327,"2024/01/17","Wed",1.5291
"AUD/USD",2460328,"2024/01/18","Thu",1.5244
"AUD/USD",2460329,"2024/01/19","Fri",1.5179
"AUD/USD",2460332,"2024/01/22","Mon",1.5192
"AUD/USD",2460333,"2024/01/23","Tue",1.5214
"AUD/USD",2460334,"2024/01/24","Wed",1.5156
"AUD/USD",2460335,"2024/01/25","Thu",1.5186
"AUD/USD",2460336,"2024/01/26","Fri",1.5181
"AUD/USD",2460339,"2024/01/29","Mon",1.5163
"AUD/USD",2460340,"2024/01/30","Tue",1.5167
"AUD/USD",2460341,"2024/01/31","Wed",1.5164
"AUD/USD",2460342,"2024/02/01","Thu",1.5261
"AUD/USD",2460343,"2024/02/02","Fri",1.5332
"AUD/USD",2460346,"2024/02/05","Mon",1.5424
"AUD/USD",2460347,"2024/02/06","Tue",1.5358
"AUD/USD",2460348,"2024/02/07","Wed",1.5330
"AUD/USD",2460349,"2024/02/08","Thu",1.5412
"AUD/USD",2460350,"2024/02/09","Fri",1.5338
"AUD/USD",2460353,"2024/02/12","Mon",1.5312
"AUD/USD",2460354,"2024/02/13","Tue",1.5477
"AUD/USD",2460355,"2024/02/14","Wed",1.5417
"AUD/USD",2460356,"2024/02/15","Thu",1.5347
"AUD/USD",2460357,"2024/02/16","Fri",1.5321
"AUD/USD",2460361,"2024/02/20","Tue",1.5247
"AUD/USD",2460362,"2024/02/21","Wed",1.5275
"AUD/USD",2460363,"2024/02/22","Thu",1.5265
"AUD/USD",2460364,"2024/02/23","Fri",1.5230
"AUD/USD",2460367,"2024/02/26","Mon",1.5292
"AUD/USD",2460368,"2024/02/27","Tue",1.5280
"AUD/USD",2460369,"2024/02/28","Wed",1.5397
"AUD/USD",2460370,"2024/02/29","Thu",1.5375
"AUD/USD",2460371,"2024/03/01","Fri",1.5335
"AUD/USD",2460374,"2024/03/04","Mon",1.5350
"AUD/USD",2460375,"2024/03/05","Tue",1.5371
"AUD/USD",2460376,"2024/03/06","Wed",1.5243
"AUD/USD",2460377,"2024/03/07","Thu",1.5117
"AUD/USD",2460378,"2024/03/08","Fri",1.5080
"AUD/USD",2460381,"2024/03/11","Mon",1.5136
"AUD/USD",2460382,"2024/03/12","Tue",1.5150
"AUD/USD",2460383,"2024/03/13","Wed",1.5103
"AUD/USD",2460384,"2024/03/14","Thu",1.5173
"AUD/USD",2460385,"2024/03/15","Fri",1.5235
"AUD/USD",2460388,"2024/03/18","Mon",1.5244
"AUD/USD",2460389,"2024/03/19","Tue",1.5320
"AUD/USD",2460390,"2024/03/20","Wed",1.5302
"AUD/USD",2460391,"2024/03/21","Thu",1.5205
"AUD/USD",2460392,"2024/03/22","Fri",1.5338
"AUD/USD",2460395,"2024/03/25","Mon",1.5294
"AUD/USD",2460396,"2024/03/26","Tue",1.5292
"AUD/USD",2460397,"2024/03/27","Wed",1.5325
"AUD/USD",2460398,"2024/03/28","Thu",1.5351
"AUD/USD",2460402,"2024/04/01","Mon",1.5402
"AUD/USD",2460403,"2024/04/02","Tue",1.5360
"AUD/USD",2460404,"2024/04/03","Wed",1.5272
"AUD/USD",2460405,"2024/04/04","Thu",1.5131
"AUD/USD",2460406,"2024/04/05","Fri",1.5207
"HKD/USD",2459948,"2023/01/03","Tue",7.8135
"HKD/USD",2459949,"2023/01/04","Wed",7.8171
"HKD/USD",2459950,"2023/01/05","Thu",7.8134
"HKD/USD",2459951,"2023/01/06","Fri",7.8089
"HKD/USD",2459954,"2023/01/09","Mon",7.8040
"HKD/USD",2459955,"2023/01/10","Tue",7.8075
"HKD/USD",2459956,"2023/01/11","Wed",7.8143
"HKD/USD",2459957,"2023/01/12","Thu",7.8097
"HKD/USD",2459958,"2023/01/13","Fri",7.8078
"HKD/USD",2459961,"2023/01/16","Mon",7.8117
"HKD/USD",2459962,"2023/01/17","Tue",7.8167
"HKD/USD",2459963,"2023/01/18","Wed",7.8225
"HKD/USD",2459964,"2023/01/19","Thu",7.8280
"HKD/USD",2459965,"2023/01/20","Fri",7.8257
"HKD/USD",2459968,"2023/01/23","Mon",7.8303
"HKD/USD",2459969,"2023/01/24","Tue",7.8279
"HKD/USD",2459970,"2023/01/25","Wed",7.8322
"HKD/USD",2459971,"2023/01/26","Thu",7.8293
"HKD/USD",2459972,"2023/01/27","Fri",7.8272
"HKD/USD",2459975,"2023/01/30","Mon",7.8334
"HKD/USD",2459976,"2023/01/31","Tue",7.8391
"HKD/USD",2459977,"2023/02/01","Wed",7.8405
"HKD/USD",2459978,"2023/02/02","Thu",7.8444
"HKD/USD",2459979,"2023/02/03","Fri",7.8448
"HKD/USD",2459982,"2023/02/06","Mon",7.8470
"HKD/USD",2459983,"2023/02/07","Tue",7.8475
"HKD/USD",2459984,"2023/02/08","Wed",7.8486
"HKD/USD",2459985,"2023/02/09","Thu",7.8520
"HKD/USD",2459986,"2023/02/10","Fri",7.8508
"HKD/USD",2459989,"2023/02/13","Mon",7.8488
"HKD/USD",2459990,"2023/02/14","Tue",7.8500
"HKD/USD",2459991,"2023/02/15","Wed",7.8473
"HKD/USD",2459992,"2023/02/16","Thu",7.8499
"HKD/USD",2459993,"2023/02/17","Fri",7.8458
